brand,description,generique,image,model,title,url
,Ce va et vient clipser DELTA VIVA silver a pour but de mettre sous tension un ou plusieurs points dclairage dans votre habitation Le mcanisme va et vient la marque Siemens appartient la gamme dappareillage modulaire Delta Viva Il sagit dun produit certifi NF qui sinstalle de la faon suivante fixez les plaques aux mcanismes et procdez simplement au clipsage La connexion est automatique Avec ce va et vient clipser DELTA VIVA silver vous pourrez mettre sous tension des points dclairage et cela de deux endroits diffrents Facile dinstallation ce dispositif vous permet deffectuer rapidement et sans outil un raccordement lectrique de qualit Cest galement un produit lgant au design pur Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Va et vient clipser Delta Viva Silver Brico Dpt,https://www.bricodepot.fr/catalogue/va-et-vient-a-clipser-delta-viva-silver/prod35910/
,Raccordez votre tlphone en installant cette prise tlphone clipser DELTA IRIS anthracite Cette prise tlphonique provient de la gamme Delta iris de chez Siemens Cest un quipement qui est certifi CE et qui vous permet de raccorder votre tlphone Pour ce faire vous devez fixer les plaques au mcanisme en les clipsant La connexion est automatique Grce cette prise tlphone clipser DELTA IRIS anthracite vous pourrez russir votre raccordement lectrique rapidement et sans utiliser doutil spcifique Vous aurez galement la possibilit de monter et de dmonter les fils aisment De couleur anthracite cette prise tlphone est un produit au design sobre et pur qui trouvera sa place dans tous les intrieurs Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Prise tlphone clipser Delta Iris anthracite Brico Dpt,https://www.bricodepot.fr/catalogue/prise-telephone-a-clipser-delta-iris-anthracite/prod35861/
,Cette prise tlphone clipser DELTA IRIS silver vous permet de raccorder votre tlphone Le mcanisme prise tlphonique provient de la gamme Delta iris une gamme mise au point par Siemens qui regroupe notamment des prises de courant et des interrupteurs Le montage est simple tant donn quil vous suffit de fixer les plaques aux mcanismes grce au clipsage La connexion est automatique Sachez que cet quipement est certifi CE Grce cette prise tlphone clipser DELTA IRIS silver vous pourrez raccorder votre tlphone rapidement et en toute scurit Le raccordement lectrique est ainsi effectu sans outil En plus dtre utile et pratique ce mcanisme apporte une touche dlgance votre pice grce sa teinte silver Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Prise tlphone clipser Delta Iris silver Brico Dpt,https://www.bricodepot.fr/catalogue/prise-telephone-a-clipser-delta-iris-silver/prod35858/
,Connectez vos appareils domestiques ou industriels au rseau domestique avec ce lot de 6 prise 2PT clipser DELTA VIVA blanc Le lot comprend six prises de type 2PT issues de la gamme dappareillage modulaire Delta Viva de chez Siemens Chacune de ces pices vous permet de relier vos appareils au rseau lectrique et ce grce lenfichage Pour les mettre en place il suffit de fixer les plaques aux mcanismes en les clipsant La connexion est automatique De couleur blanche ce lot de 6 prise 2PT clipser DELTA VIVA blanc nest pas uniquement pratique utile et facile installer Il se compose de six quipements aux lignes pures et capables dapporter une touche dlgance votre intrieur Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Lot 6 prises avec terre clipser Delta Viva blanc Brico Dpt,https://www.bricodepot.fr/catalogue/lot-6-prisesavec-terre-a-clipser-delta-viva-blanc/prod35838/
,Avec le double va et vient clipser DELTA VIVA blanc vous pourrez mettre sous tension un ou plusieurs points dclairage Le mcanisme double va vient de la marque Siemens est lun des produits de la gamme Delta Viva Certifi NF il vous permet de mettre sous tension un ou plusieurs points dclairage et cela de deux endroits diffrents Pour ce faire les plaques doivent tre fixes aux mcanismes grce au clipsage Le dispositif est prt fonctionner et la connexion est automatique Ce double va et vient clipser DELTA VIVA blanc est facile dinstallation aucun outil nest ncessaire pour russir le raccordement lectrique Enfin cet quipement de couleur blanche ne manquera pas dapporter une touche de modernit votre pice Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Interrupteur double va et vient clipser Delta Viva blanc Brico Dpt,https://www.bricodepot.fr/catalogue/interrupteur-double-va-et-vient-a-clipser-delta-viva-blanc/prod35830/
,Cette prise RJ45 clipser DELTA VIVA blanc vous permet de raccorder votre matriel informatique La prise RJ45 et son rseau filaire est issue de la gamme Delta Viva de Siemens Cette pice est la seule garantie dune excellente exploitation du trs haut dbit Sachez que la norme NF C 15 100 impose dsormais ce type de prise au moins une par pice principale dans les logements neufs la place des anciennes prises en T Niveau montage vous devez fixer les plaques aux mcanismes en les clipsant La connexion est automatique Grce cette prise RJ45 clipser DELTA VIVA blanc vous pourrez relier facilement et rapidement votre matriel informatique Par ailleurs le raccordement lectrique sera ralis sans aucun outil Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Prise Ethernet RJ45 clipser Delta Viva blanc Brico Dpt,https://www.bricodepot.fr/catalogue/prise-ethernet-rj45-a-clipser-delta-viva-blanc/prod35834/
,Cette prise TVFMSAT clipser DELTA VIVA blanc sert connecter votre tlviseur votre radio FM et votre dcodeur satellite sur la mme prise La prise FMTVSAT de couleur blanche est lun des produits de la srie Delta Viva imagine par Siemens Pour la mettre en place vous devez fixer les plaques aux mcanismes grce au clipsage La connexion est automatique Idale pour gagner de la place cette prise TVFMSAT clipser DELTA VIVA blanc vous permet de connecter trois appareils sur la mme prise Cest galement un quipement facile et rapide dinstallation En effet vous pourrez monter et dmonter aisment les fils Aucun outil nest ncessaire pour raliser le raccordement lectrique Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Prise TVFMSAT clipser Delta Viva blanc Brico Dpt,https://www.bricodepot.fr/catalogue/prise-tvfmsat-a-clipser-delta-viva-blanc/prod35835/
,Une fois installe la prise tlphone clipser DELTA VIVA blanc vous permet de raccorder votre tlphone votre ligne tlphonique Cette prise de tlphone fait partie de la gamme dappareillage modulaire Delta Viva Elle est certifie CE et peut tre utilise en toute scurit Concernant le montage de ce dispositif vous devez fixer les plaques aux mcanismes la connexion est automatique et la prise est prte fonctionner Aucun outil ne sera ncessaire pour mettre en place la prise tlphone clipser DELTA VIVA blanc et pour raliser le raccordement lectrique Cette prise est caractrise par une couleur blanche et un design pur qui sadaptera parfaitement tous les intrieurs Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Prise tlphone clipser Delta Viva blanc Brico Dpt,https://www.bricodepot.fr/catalogue/prise-telephone-a-clipser-delta-viva-blanc/prod35831/
,Connectez votre tlviseur et votre radio sur la mme prise avec cette prise TV monobloc avec plaque incluse DELTA ONE blanc La prise TV monobloc avec plaque incluse DELTA ONE blanc est accompagne dune plaque de couleur blanche ces deux produits sont issus de la gamme Delta One de la marque Siemens Ils sont garantis deux ans Cette prise TVFM et sa plaque sont de type monobloc un systme qui a lavantage de bnficier dune technologie innovante et sre De plus la connexion est automatique et le montage des fils est ais de mme que le dmontage Vous aurez ainsi la possibilit deffectuer un raccordement lectrique de qualit rapidement et sans outil En plus dtre un quipement utile cette prise est lgante et discrte Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Prise TV plaque Delta One blanc Brico Dpt,https://www.bricodepot.fr/catalogue/prise-tv-plaque-delta-one-blanc/prod35822/
,Reliez vos appareils domestiques ou industriels au rseau lectrique avec cette prise 2PT monobloc avec plaque incluse DELTA ONE blanc Cette prise 2PT est livre avec une plaque de couleur blanche de la gamme Delta One de chez Siemens Ce sont des produits garantis deux ans qui vous permettent de connecter vos appareils domestiques ou industriels au rseau lectrique par enfichage La connexion est automatique La prise 2PT monobloc avec plaque incluse DELTA ONE blanc forme un systme monobloc qui bnficie dune technologie innovante et sre Avec cette prise 2PT et sa plaque vous aurez la possibilit deffectuer un raccordement lectrique rapidement et sans outil Sachez enfin que le montage des fils est une opration simple de mme que le dmontage Informations fournisseurs Nom SIEMENS AG Email httpswwwsiemenscomglobalengeneralcontacthtml Adresse Siemensstr 10 93055 Regensburg Allemagne,automatique,,,Prise avec terre plaque DELTA ONE blanc Brico Dpt,https://www.bricodepot.fr/catalogue/prise-avec-terre-plaque-delta-one-blanc/prod35820/
asp,Long 3 m Larg 145 cm p 27 mm En douglas origine France trait classe 3 incolore garde laspect du bois,,,asp,Lame de terrasse en douglas aspect bois l 3 m x l 145 cm x p 27 mm Brico Dpt,https://www.bricodepot.fr/catalogue/lame-de-terrasse-en-douglas-aspect-bois-l-3-m-x-l-145-cm-x-ep-27-mm/prod35721/
,Mastic Bain Cuisine Couleur Ardoise de Rubson pour des joints colors ltanchit durable dans le temps Pourquoi votre joint ne pourrait il pas tre assorti la couleur de votre carrelage Le Mastic Bain Cuisine Couleur Ardoise propose une solution pour des joints colors couleur gris fonc Ce mastic en silicone rsiste aux moisissures grce sa formule renforce en antifongiques Dot dune tanchit et dune lasticit exceptionnelles ce mastic offre une longue durabilit De plus il adhre sur tous les matriaux sanitaires tels que lmail la porcelaine le verre le grs la faence etc Ce mastic silicone sutilise dans la cuisine la salle de bain ou les sanitaires pour crer des joints dtanchit ou de raccordement dvier de douche ou de lavabo avec des murs carrels et des meubles encastrs Silicone sanitaire pour cuisines WC et salles de bain Souplesse et lasticit longue dure Adhrence multi matriaux Formule anti moisissures renforce en antifongiques Facile appliquer et lisser Rsiste aux dtergents Format Cartouche 1 x 280 ml soit environ 15 mtres de joint Application 1Assurez vous que le support soit propre sec et dgraiss 2 Placer la cartouche de 280 ml dans le super pistolet Mastic pliable de Rubson 3 Appliquer un cordon rgulier de mastic Ardoise Silicone Anti Moisissures 4 Lisser avec louvre cartouche et lisseur Rubson humidifi et laisser le processus de durcissement agir Sche cur en 24 heures,Cartouche,,,Mastic bain cuisine joint silicone multi matriaux couleur ardoise 280 ml Brico Dpt,https://www.bricodepot.fr/catalogue/mastic-bain-cuisine-joint-silicone-multi-materiaux-couleur-ardoise-280-ml/prod35710/
,Mastic Bain Cuisine Couleur Bton de Rubson pour des joints colors ltanchit durable Pourquoi votre joint ne pourrait il pas tre assorti la couleur de votre carrelage Le Mastic Bain Cuisine Couleur Bton propose une solution pour des joints colors couleur bton Ce mastic en silicone rsiste aux moisissures grce sa formule renforce en antifongiques Dot dune tanchit et dune lasticit exceptionnelles ce mastic offre une longue durabilit De plus il adhre sur tous les matriaux sanitaires tels que lmail la porcelaine le verre le grs la faence etc Ce mastic silicone sutilise dans la cuisine la salle de bain ou les sanitaires pour crer des joints dtanchit ou de raccordement dvier de douche ou de lavabo avec des murs carrels et des meubles encastrs Souplesse et lasticit longue dure Adhrence multi matriaux Formule anti moisissures renforce en antifongiques Facile appliquer et lisser Rsiste aux dtergents Format Cartouche 1 x 280 ml soit environ 15 mtres de joint Application 1Assurez vous que le support soit propre sec et dgraiss 2 Placer la cartouche de 280 ml dans le super pistolet Mastic pliable de Rubson 3 Appliquer un cordon rgulier de mastic Bton Silicone Anti Moisissures 4 Lisser avec louvre cartouche et lisseur Rubson humidifi et laisser le processus de durcissement agir Sche cur en 24 heures,Cartouche,,,Mastic bain cuisine joint silicone multi matriaux couleur bton 280 ml Brico Dpt,https://www.bricodepot.fr/catalogue/mastic-bain-cuisine-joint-silicone-multi-materiaux-couleur-beton-280-ml/prod35709/
,Ce pistolet manuel professionnel sera un atout parfait pour raliser un scellement chimique appliquer un joint de finition silicone ou coller du lambris Ce pistolet cartouches est compatible avec les cartouches 160 280 300 310 ml Il possde un corps rotatif pour permettre de suivre le parcours du joint ou daller dans les coins mme les plus difficiles daccs Il est galement dot dun dmultiplicateur de force pour pour une efficacit optimale mme lors dune utilisation intensive Vendu sans cartouche Garantie vie Informations fournisseurs Nom Scell It Email contactscellitcom Adresse 28 Rue Paul Dubrule FR 59810 LESQUIN,Pistolet,,,Pistolet manuel professionnel 300 ml Brico Dpt,https://www.bricodepot.fr/catalogue/pistolet-manuel-professionnel-300-ml/prod35465/
asp,Le plan de toilette vasque SALSA en rsine L 80 cm l 459 cm H 17 cm est un plan de toilette commode et rsistant Avec des dimensions de 80 cm de longueur et 459 cm de profondeur cette tablette offre un espace consquent pour disposer une large vasque ainsi que vos flacons et affaires de toilettes Ce plan dune paisseur de 17 cm est ralis en rsine Gel Coat un matriau dont la caractristique principale est de protger durablement et efficacement une surface Avec son coloris blanc et son design sobre ce plan de toilette sintgre parfaitement votre dcoration intrieure Le plan de toilette vasque SALSA en rsine L 80 cm l 459 cm H 17 cm Salsa se distingue par sa solidit et son aspect pratique avec un systme de trop plein intgr Ce plan long de 80 cm permet de profiter dun espace important qui accueille tous vos accessoires de toilette,,,asp,Plan de toilette vasque SALSA en rsine L 80 x l 459 x H 17 cm Brico Dpt,https://www.bricodepot.fr/catalogue/plan-de-toilette-vasque-salsa-en-resine-l-80x-l-459x-h-17cm/prod35263/
